Time,prey,predator
3.873873873873873919e+01,3.250017069513797097e+00,1.499996586589359104e+01
3.883883883883883925e+01,3.250016525499657583e+00,1.499996695412581005e+01
3.893893893893893932e+01,3.250015998613624113e+00,1.499996800798794716e+01
3.903903903903903938e+01,3.250015488307291367e+00,1.499996902857429681e+01
3.913913913913913944e+01,3.250014994048658679e+00,1.499997001694787357e+01
3.923923923923923951e+01,3.250014515321112185e+00,1.499997097414255087e+01
3.933933933933933957e+01,3.250014051622406974e+00,1.499997190116520862e+01
3.943943943943943964e+01,3.250013602463648787e+00,1.499997279899787905e+01
3.953953953953953970e+01,3.250013167368276168e+00,1.499997366859988723e+01
3.963963963963963977e+01,3.250012745871042608e+00,1.499997451091000222e+01
3.973973973973973983e+01,3.250012337985164645e+00,1.499997532595536853e+01
3.983983983983983990e+01,3.250011943349035981e+00,1.499997611447969170e+01
3.993993993993993996e+01,3.250011561287426964e+00,1.499997687782666489e+01
4.004004004004004003e+01,3.250011191419564405e+00,1.499997761678003272e+01
4.014014014014014009e+01,3.250010833375070796e+00,1.499997833210575138e+01
4.024024024024024015e+01,3.250010486793099229e+00,1.499997902455383780e+01
4.034034034034034022e+01,3.250010151321468310e+00,1.499997969486022242e+01
4.044044044044044028e+01,3.250009826615793962e+00,1.499998034374861255e+01
4.054054054054054035e+01,3.250009512338624784e+00,1.499998097193234337e+01
4.064064064064064041e+01,3.250009208158575635e+00,1.499998158011623239e+01
4.074074074074074048e+01,3.250008913749461659e+00,1.499998216899843229e+01
4.084084084084084054e+01,3.250008628789430531e+00,1.499998273927229597e+01
4.094094094094094061e+01,3.250008353016637042e+00,1.499998329137664577e+01
4.104104104104104067e+01,3.250008086506773530e+00,1.499998382425889432e+01
4.114114114114114074e+01,3.250007828663406872e+00,1.499998433986559476e+01
4.124124124124124080e+01,3.250007579200199004e+00,1.499998483877000766e+01
4.134134134134134086e+01,3.250007337833128229e+00,1.499998532153955466e+01
4.144144144144144093e+01,3.250007104279712511e+00,1.499998578873730715e+01
4.154154154154154099e+01,3.250006878258224763e+00,1.499998624092344990e+01
4.164164164164164106e+01,3.250006659486917027e+00,1.499998667865675550e+01
4.174174174174174112e+01,3.250006447683236210e+00,1.499998710249606937e+01
4.184184184184184119e+01,3.250006242563045156e+00,1.499998751300177169e+01
4.194194194194194125e+01,3.250006043839842373e+00,1.499998791073725712e+01
4.204204204204204132e+01,3.250005851223980446e+00,1.499998829627040919e+01
4.214214214214214138e+01,3.250005664421887097e+00,1.499998867017507109e+01
4.224224224224224145e+01,3.250005486732097992e+00,1.499998902621849162e+01
4.234234234234234151e+01,3.250005316775722797e+00,1.499998936702765029e+01
4.244244244244244157e+01,3.250005152845566236e+00,1.499998969584999209e+01
4.254254254254254164e+01,3.250004994730061991e+00,1.499999001309806523e+01
4.264264264264264170e+01,3.250004842215171497e+00,1.499999031918759762e+01
4.274274274274274887e+01,3.250004695083723583e+00,1.499999061453875093e+01
4.284284284284284894e+01,3.250004553114751893e+00,1.499999089957737297e+01
4.294294294294294900e+01,3.250004416082830971e+00,1.499999117473624821e+01
4.304304304304304907e+01,3.250004283757414569e+00,1.499999144045634480e+01
4.314314314314314913e+01,3.250004155902173952e+00,1.499999169718807401e+01
4.324324324324324920e+01,3.250004032274334431e+00,1.499999194539252656e+01
4.334334334334334926e+01,3.250003912624012781e+00,1.499999218554273561e+01
4.344344344344344933e+01,3.250003796693555103e+00,1.499999241812492556e+01
4.354354354354354939e+01,3.250003684216873800e+00,1.499999264363975726e+01
4.364364364364364945e+01,3.250003574918787219e+00,1.499999286260358211e+01
4.374374374374374952e+01,3.250003468514353067e+00,1.499999307554969263e+01
4.384384384384384958e+01,3.250003364708210274e+00,1.499999328302957480e+01
4.394394394394394965e+01,3.250003263193913750e+00,1.499999348561415324e+01
4.404404404404404971e+01,3.250003163653272242e+00,1.499999368389505250e+01
4.414414414414414978e+01,3.250003065755687093e+00,1.499999387848583332e+01
4.424424424424424984e+01,3.250002969157487875e+00,1.499999407002325391e+01
4.434434434434434991e+01,3.250002877742478091e+00,1.499999425161411892e+01
4.444444444444444997e+01,3.250002797314261560e+00,1.499999441294575497e+01
4.454454454454455004e+01,3.250002719847501886e+00,1.499999456833759837e+01
4.464464464464465010e+01,3.250002645204209006e+00,1.499999471806041029e+01
4.474474474474475016e+01,3.250002573243580883e+00,1.499999486239022595e+01
4.484484484484485023e+01,3.250002503821643352e+00,1.499999500160906685e+01
4.494494494494495029e+01,3.250002436790887739e+00,1.499999513600566026e+01
4.504504504504505036e+01,3.250002371999910711e+00,1.499999526587614262e+01
4.514514514514515042e+01,3.250002309293051894e+00,1.499999539152478611e+01
4.524524524524525049e+01,3.250002248510034608e+00,1.499999551326470559e+01
4.534534534534535055e+01,3.250002189485602155e+00,1.499999563141857095e+01
4.544544544544545062e+01,3.250002132049158998e+00,1.499999574631932475e+01
4.554554554554555068e+01,3.250002076024407938e+00,1.499999585831089810e+01
4.564564564564565075e+01,3.250002021228989957e+00,1.499999596774891941e+01
4.574574574574575081e+01,3.250001967474121400e+00,1.499999607500143028e+01
4.584584584584585087e+01,3.250001914564235150e+00,1.499999618044959959e+01
4.594594594594595094e+01,3.250001862296617361e+00,1.499999628448844113e+01
4.604604604604605100e+01,3.250001810461048191e+00,1.499999638752752062e+01
4.614614614614615107e+01,3.250001758839438093e+00,1.499999648999167690e+01
4.624624624624625113e+01,3.250001707205468993e+00,1.499999659232172888e+01
4.634634634634635120e+01,3.250001655324231464e+00,1.499999669497519683e+01
4.644644644644645126e+01,3.250001602951865465e+00,1.499999679842700928e+01
4.654654654654655133e+01,3.250001560823171154e+00,1.499999688214595928e+01
4.664664664664665139e+01,3.250001520210167971e+00,1.499999696284102768e+01
4.674674674674675146e+01,3.250001480742756410e+00,1.499999704122967259e+01
4.684684684684685152e+01,3.250001442362617343e+00,1.499999711743317476e+01
4.694694694694695158e+01,3.250001405012006295e+00,1.499999719157210976e+01
4.704704704704705165e+01,3.250001368633638421e+00,1.499999726376659126e+01
4.714714714714715171e+01,3.250001333170578377e+00,1.499999733413651448e+01
4.724724724724725178e+01,3.250001298566123520e+00,1.499999740280178884e+01
4.734734734734735184e+01,3.250001264763694220e+00,1.499999746988258131e+01
4.744744744744745191e+01,3.250001231706717508e+00,1.499999753549955628e+01
4.754754754754755197e+01,3.250001199338517388e+00,1.499999759977411173e+01
4.764764764764765204e+01,3.250001167602198482e+00,1.499999766282862268e+01
4.774774774774775210e+01,3.250001136440534122e+00,1.499999772478667737e+01
4.784784784784785217e+01,3.250001105795853551e+00,1.499999778577331710e+01
4.794794794794795223e+01,3.250001075609929568e+00,1.499999784591527607e+01
4.804804804804805229e+01,3.250001045823861734e+00,1.499999790534122290e+01
4.814814814814815236e+01,3.250001016377968899e+00,1.499999796418199693e+01
4.824824824824825242e+01,3.250000987211670189e+00,1.499999802257084980e+01
4.834834834834835249e+01,3.250000958263375761e+00,1.499999808064367990e+01
4.844844844844845255e+01,3.250000929470373112e+00,1.499999813853928110e+01
4.854854854854855262e+01,3.250000900768711620e+00,1.499999819639957188e+01
4.864864864864865268e+01,3.250000873942832325e+00,1.499999825017667199e+01
4.874874874874875275e+01,3.250000848730925540e+00,1.499999830046162508e+01
4.884884884884885281e+01,3.250000824058060012e+00,1.499999834968902590e+01
4.894894894894895288e+01,3.250000799915203409e+00,1.499999839787743561e+01
4.904904904904905294e+01,3.250000776294626803e+00,1.499999844504270463e+01
4.914914914914915300e+01,3.250000753189857150e+00,1.499999849119805972e+01
4.924924924924925307e+01,3.250000730595632437e+00,1.499999853635418567e+01
4.934934934934935313e+01,3.250000708507859493e+00,1.499999858051931056e+01
4.944944944944945320e+01,3.250000686923566917e+00,1.499999862369929282e+01
4.954954954954955326e+01,3.250000665840860670e+00,1.499999866589769759e+01
4.964964964964965333e+01,3.250000645258880549e+00,1.499999870711589089e+01
4.974974974974975339e+01,3.250000625177755342e+00,1.499999874735311600e+01
4.984984984984985346e+01,3.250000605598557080e+00,1.499999878660658048e+01
4.994994994994995352e+01,3.250000586523256629e+00,1.499999882487153968e+01
5.005005005005005358e+01,3.250000567954679731e+00,1.499999886214138378e+01
5.015015015015015365e+01,3.250000549896462143e+00,1.499999889840771949e+01
5.025025025025025371e+01,3.250000532353003901e+00,1.499999893366045178e+01
5.035035035035035378e+01,3.250000515329426243e+00,1.499999896788787446e+01
5.045045045045045384e+01,3.250000498831525864e+00,1.499999900107674833e+01
5.055055055055055391e+01,3.250000482865730511e+00,1.499999903321238470e+01
5.065065065065065397e+01,3.250000467439054130e+00,1.499999906427873952e+01
5.075075075075075404e+01,3.250000452407389773e+00,1.499999909456669656e+01
5.085085085085085410e+01,3.250000437410216936e+00,1.499999912480675235e+01
5.095095095095095417e+01,3.250000422848098314e+00,1.499999915418253416e+01
5.105105105105105423e+01,3.250000408717700573e+00,1.499999918269827326e+01
5.115115115115115429e+01,3.250000395015423926e+00,1.499999921035853490e+01
5.125125125125125436e+01,3.250000381737343513e+00,1.499999923716833905e+01
5.135135135135135442e+01,3.250000368879150336e+00,1.499999926313326704e+01
5.145145145145145449e+01,3.250000356436093973e+00,1.499999928825957340e+01
5.155155155155155455e+01,3.250000344402920849e+00,1.499999931255430319e+01
5.165165165165165462e+01,3.250000332773818723e+00,1.499999933602540203e+01
5.175175175175175468e+01,3.250000321542355852e+00,1.499999935868182988e+01
5.185185185185185475e+01,3.250000310701424588e+00,1.499999938053366755e+01
5.195195195195195481e+01,3.250000300243179208e+00,1.499999940159224288e+01
5.205205205205205488e+01,3.250000290158981286e+00,1.499999942187022661e+01
5.215215215215215494e+01,3.250000280439337974e+00,1.499999944138175856e+01
5.225225225225225500e+01,3.250000271073844260e+00,1.499999946014255414e+01
5.235235235235235507e+01,3.250000262051124800e+00,1.499999947817001633e+01
5.245245245245245513e+01,3.250000253358774849e+00,1.499999949548335110e+01
5.255255255255255520e+01,3.250000244983301201e+00,1.499999951210367755e+01
5.265265265265265526e+01,3.250000236910064011e+00,1.499999952805414161e+01
5.275275275275275533e+01,3.250000229123218176e+00,1.499999954336003327e+01
5.285285285285285539e+01,3.250000221605653827e+00,1.499999955804888607e+01
5.295295295295295546e+01,3.250000214783135277e+00,1.499999957163791819e+01
5.305305305305305552e+01,3.250000208335168228e+00,1.499999958450655235e+01
5.315315315315315559e+01,3.250000202203130240e+00,1.499999959673288785e+01
5.325325325325325565e+01,3.250000196374142725e+00,1.499999960834320412e+01
5.335335335335335571e+01,3.250000190834267499e+00,1.499999961936601522e+01
5.345345345345345578e+01,3.250000185568459266e+00,1.499999962983218005e+01
5.355355355355355584e+01,3.250000180560518981e+00,1.499999963977499640e+01
5.365365365365365591e+01,3.250000175793044122e+00,1.499999964923029871e+01
5.375375375375375597e+01,3.250000171247382053e+00,1.499999965823656467e+01
5.385385385385385604e+01,3.250000166903583398e+00,1.499999966683501107e+01
5.395395395395395610e+01,3.250000162740350973e+00,1.499999967506969334e+01
5.405405405405405617e+01,3.250000158734996258e+00,1.499999968298761210e+01
5.415415415415415623e+01,3.250000154863388335e+00,1.499999969063880023e+01
5.425425425425425630e+01,3.250000151099907253e+00,1.499999969807643829e+01
5.435435435435435636e+01,3.250000147417396512e+00,1.499999970535693983e+01
5.445445445445445642e+01,3.250000143787115992e+00,1.499999971254006503e+01
5.455455455455455649e+01,3.250000140178691321e+00,1.499999971968901136e+01
5.465465465465465655e+01,3.250000136560070363e+00,1.499999972687051297e+01
5.475475475475475662e+01,3.250000132897472138e+00,1.499999973415494914e+01
5.485485485485485668e+01,3.250000129155339312e+00,1.499999974161643834e+01
5.495495495495495675e+01,3.250000125296292897e+00,1.499999974933293778e+01
5.505505505505505681e+01,3.250000123313248057e+00,1.499999975315241407e+01
5.515515515515515688e+01,3.250000123247201778e+00,1.499999975298961630e+01
5.525525525525525694e+01,3.250000123449007905e+00,1.499999975228067406e+01
5.535535535535535701e+01,3.250000123905072869e+00,1.499999975105415828e+01
5.545545545545545707e+01,3.250000124600801676e+00,1.499999974934076974e+01
5.555555555555555713e+01,3.250000125520566385e+00,1.499999974717340478e+01
5.565565565565565720e+01,3.250000126647672793e+00,1.499999974458722996e+01
5.575575575575575726e+01,3.250000127964329355e+00,1.499999974161974059e+01
5.585585585585585733e+01,3.250000129451614317e+00,1.499999973831083189e+01
5.595595595595595739e+01,3.250000131089443300e+00,1.499999973470286818e+01
5.605605605605605746e+01,3.250000132856537771e+00,1.499999973084075400e+01
5.615615615615615752e+01,3.250000134730391732e+00,1.499999972677199089e+01
5.625625625625625759e+01,3.250000136687240637e+00,1.499999972254675384e+01
5.635635635635635765e+01,3.250000138702028529e+00,1.499999971821795874e+01
5.645645645645645772e+01,3.250000140748375177e+00,1.499999971384132813e+01
5.655655655655655778e+01,3.250000142798544989e+00,1.499999970947545513e+01
5.665665665665665784e+01,3.250000144823414594e+00,1.499999970518187986e+01
5.675675675675675791e+01,3.250000146792439981e+00,1.499999970102514801e+01
5.685685685685685797e+01,3.250000148673624079e+00,1.499999969707288550e+01
5.695695695695695804e+01,3.250000150433486112e+00,1.499999969339586059e+01
5.705705705705705810e+01,3.250000152037026524e+00,1.499999969006805856e+01
5.715715715715715817e+01,3.250000153447698104e+00,1.499999968716674204e+01
5.725725725725725823e+01,3.250000154627371352e+00,1.499999968477252210e+01
5.735735735735735830e+01,3.250000155536302948e+00,1.499999968296942754e+01
5.745745745745745836e+01,3.250000156133102891e+00,1.499999968184496879e+01
5.755755755755755843e+01,3.250000156374703852e+00,1.499999968149020724e+01
5.765765765765765849e+01,3.250000156216327873e+00,1.499999968199982803e+01
5.775775775775775855e+01,3.250000155611452612e+00,1.499999968347219514e+01
5.785785785785785862e+01,3.250000154511783368e+00,1.499999968600943490e+01
5.795795795795795868e+01,3.250000152867215331e+00,1.499999968971748920e+01
5.805805805805805875e+01,3.250000150625805606e+00,1.499999969470619376e+01
5.815815815815815881e+01,3.250000147733739908e+00,1.499999970108934022e+01
5.825825825825825888e+01,3.250000144135298363e+00,1.499999970898474722e+01
5.835835835835835894e+01,3.250000143680892517e+00,1.499999971018247358e+01
5.845845845845845901e+01,3.250000145642702343e+00,1.499999970623315981e+01
5.855855855855855907e+01,3.250000147592257083e+00,1.499999970231313107e+01
5.865865865865865914e+01,3.250000149519999493e+00,1.499999969844164127e+01
5.875875875875875920e+01,3.250000151416125416e+00,1.499999969463843286e+01
5.885885885885885926e+01,3.250000153270574010e+00,1.499999969092375096e+01
5.895895895895895933e+01,3.250000155073025976e+00,1.499999968731835764e+01
5.905905905905905939e+01,3.250000156812895558e+00,1.499999968384353188e+01
5.915915915915915946e+01,3.250000158479326107e+00,1.499999968052109267e+01
5.925925925925925952e+01,3.250000160061182974e+00,1.499999967737340612e+01
5.935935935935935959e+01,3.250000161547049071e+00,1.499999967442338900e+01
5.945945945945945965e+01,3.250000162925218650e+00,1.499999967169453541e+01
5.955955955955955972e+01,3.250000164183691531e+00,1.499999966921091143e+01
5.965965965965965978e+01,3.250000165310167333e+00,1.499999966699718001e+01
5.975975975975975985e+01,3.250000166292040138e+00,1.499999966507860094e+01
5.985985985985986702e+01,3.250000167116392280e+00,1.499999966348104863e+01
5.995995995995996708e+01,3.250000167769989012e+00,1.499999966223102454e+01
6.006006006006006714e+01,3.250000168239272735e+00,1.499999966135566076e+01
6.016016016016016721e+01,3.250000168510356779e+00,1.499999966088273951e+01
6.026026026026026727e+01,3.250000168569020520e+00,1.499999966084069847e+01
6.036036036036036734e+01,3.250000168400703160e+00,1.499999966125864326e+01
6.046046046046046740e+01,3.250000167990497957e+00,1.499999966216636338e+01
6.056056056056056747e+01,3.250000167323146893e+00,1.499999966359433579e+01
6.066066066066066753e+01,3.250000166383034461e+00,1.499999966557373909e+01
6.076076076076076760e+01,3.250000165154181442e+00,1.499999966813646601e+01
6.086086086086086766e+01,3.250000163620242244e+00,1.499999967131513401e+01
6.096096096096096772e+01,3.250000161764493800e+00,1.499999967514309773e+01
6.106106106106106779e+01,3.250000159569836011e+00,1.499999967965445435e+01
6.116116116116116785e+01,3.250000157018780200e+00,1.499999968488406132e+01
6.126126126126126792e+01,3.250000154093448224e+00,1.499999969086754348e+01
6.136136136136136798e+01,3.250000150775563146e+00,1.499999969764130903e+01
6.146146146146146805e+01,3.250000147046446575e+00,1.499999970524255311e+01
6.156156156156156811e+01,3.250000142887010224e+00,1.499999971370927554e+01
6.166166166166166818e+01,3.250000140181695585e+00,1.499999971925439368e+01
6.176176176176176824e+01,3.250000138260212168e+00,1.499999972322443220e+01
6.186186186186186831e+01,3.250000136232862769e+00,1.499999972740678267e+01
6.196196196196196837e+01,3.250000134102636551e+00,1.499999973179500401e+01
6.206206206206206843e+01,3.250000131872881504e+00,1.499999973638190909e+01
6.216216216216216850e+01,3.250000129547311545e+00,1.499999974115955581e+01
6.226226226226226856e+01,3.250000127130012739e+00,1.499999974611923470e+01
6.236236236236236863e+01,3.250000124625447739e+00,1.499999975125145646e+01
6.246246246246246869e+01,3.250000122038463779e+00,1.499999975654593420e+01
6.256256256256256876e+01,3.250000119374297558e+00,1.499999976199157992e+01
6.266266266266266882e+01,3.250000116638580128e+00,1.499999976757648668e+01
6.276276276276276889e+01,3.250000113837344884e+00,1.499999977328791978e+01
6.286286286286286895e+01,3.250000110977032008e+00,1.499999977911229898e+01
6.296296296296296902e+01,3.250000108064494242e+00,1.499999978503519493e+01
6.306306306306306908e+01,3.250000105107004877e+00,1.499999979104130610e+01
6.316316316316316914e+01,3.250000102112260425e+00,1.499999979711445874e+01
6.326326326326326921e+01,3.250000099088389049e+00,1.499999980323758209e+01
6.336336336336336927e+01,3.250000096043955455e+00,1.499999980939270650e+01
6.346346346346346934e+01,3.250000092987967548e+00,1.499999981556094397e+01
6.356356356356356940e+01,3.250000089929881320e+00,1.499999982172248281e+01
6.366366366366366947e+01,3.250000086879607508e+00,1.499999982785656982e+01
6.376376376376376953e+01,3.250000083847516930e+00,1.499999983394149616e+01
6.386386386386386960e+01,3.250000080844446693e+00,1.499999983995459374e+01
6.396396396396396966e+01,3.250000077881707305e+00,1.499999984587221569e+01
6.406406406406406973e+01,3.250000074971085784e+00,1.499999985166972749e+01
6.416416416416416268e+01,3.250000072124854089e+00,1.499999985732149099e+01
6.426426426426426985e+01,3.250000069355774013e+00,1.499999986280085729e+01
6.436436436436436281e+01,3.250000066677103838e+00,1.499999986808015429e+01
6.446446446446446998e+01,3.250000064102602337e+00,1.499999987313066363e+01
6.456456456456456294e+01,3.250000061646537208e+00,1.499999987792262779e+01
6.466466466466467011e+01,3.250000059323689960e+00,1.499999988242521987e+01
6.476476476476476307e+01,3.250000057149360355e+00,1.499999988660654004e+01
6.486486486486487024e+01,3.250000055139374400e+00,1.499999989043360138e+01
6.496496496496496320e+01,3.250000052214434998e+00,1.499999989620902774e+01
6.506506506506507037e+01,3.250000048919735374e+00,1.499999990277091300e+01
6.516516516516516333e+01,3.250000045638445911e+00,1.499999990930294658e+01
6.526526526526527050e+01,3.250000042376101739e+00,1.499999991579422343e+01
6.536536536536536346e+01,3.250000039138378760e+00,1.499999992223358269e+01
6.546546546546547063e+01,3.250000035931088771e+00,1.499999992860960774e+01
6.556556556556556359e+01,3.250000032760181679e+00,1.499999993491062256e+01
6.566566566566567076e+01,3.250000029631745946e+00,1.499999994112469537e+01
6.576576576576576372e+01,3.250000026552005039e+00,1.499999994723964036e+01
6.586586586586587089e+01,3.250000023527322313e+00,1.499999995324301416e+01
6.596596596596596385e+01,3.250000020564195680e+00,1.499999995912212114e+01
6.606606606606607102e+01,3.250000017669262053e+00,1.499999996486401344e+01
6.616616616616616398e+01,3.250000014849292906e+00,1.499999997045548739e+01
6.626626626626627115e+01,3.250000012111197378e+00,1.499999997588309242e+01
6.636636636636636410e+01,3.250000009462021389e+00,1.499999998113312039e+01
6.646646646646647127e+01,3.250000006908945416e+00,1.499999998619161978e+01
6.656656656656656423e+01,3.250000004459287606e+00,1.499999999104438153e+01
6.666666666666667140e+01,3.250000002120500664e+00,1.499999999567695497e+01
6.676676676676676436e+01,3.249999999900173631e+00,1.500000000007463719e+01
6.686686686686687153e+01,3.249999997806030994e+00,1.500000000422248014e+01
6.696696696696696449e+01,3.249999995845932244e+00,1.500000000810528533e+01
6.706706706706707166e+01,3.249999994027872763e+00,1.500000001170760910e+01
6.716716716716716462e+01,3.249999992359981604e+00,1.500000001501376801e+01
6.726726726726727179e+01,3.249999990850523712e+00,1.500000001800782634e+01
6.736736736736736475e+01,3.249999989507899034e+00,1.500000002067361038e+01
6.746746746746747192e+01,3.249999988340640300e+00,1.500000002299469770e+01
6.756756756756756488e+01,3.249999987357416575e+00,1.500000002495442963e+01
6.766766766766767205e+01,3.249999986567030152e+00,1.500000002653590059e+01
6.776776776776776501e+01,3.249999985978416994e+00,1.500000002772196872e+01
6.786786786786787218e+01,3.249999985600647179e+00,1.500000002849524527e+01
6.796796796796796514e+01,3.249999985442925343e+00,1.500000002883810879e+01
6.806806806806807231e+01,3.249999985514587575e+00,1.500000002873269622e+01
6.816816816816816527e+01,3.249999985825105853e+00,1.500000002816090472e+01
6.826826826826827244e+01,3.249999985321140095e+00,1.500000002915145991e+01
6.836836836836837961e+01,3.249999984650222107e+00,1.500000003045749430e+01
6.846846846846847257e+01,3.249999984067610370e+00,1.500000003158761608e+01
6.856856856856857974e+01,3.249999983572226636e+00,1.500000003254411851e+01
6.866866866866867269e+01,3.249999983162754624e+00,1.500000003332977272e+01
6.876876876876877986e+01,3.249999982837634249e+00,1.500000003394784365e+01
6.886886886886887282e+01,3.249999982595054959e+00,1.500000003440209717e+01
6.896896896896897999e+01,3.249999982432953516e+00,1.500000003469680898e+01
6.906906906906907295e+01,3.249999982349003780e+00,1.500000003483678590e+01
6.916916916916918012e+01,3.249999982340615823e+00,1.500000003482736233e+01
6.926926926926927308e+01,3.249999982404926158e+00,1.500000003467442156e+01
6.936936936936938025e+01,3.249999982538795074e+00,1.500000003438440643e+01
6.946946946946947321e+01,3.249999982738799975e+00,1.500000003396432469e+01
6.956956956956958038e+01,3.249999983001230053e+00,1.500000003342176846e+01
6.966966966966967334e+01,3.249999983322080510e+00,1.500000003276491611e+01
6.976976976976978051e+01,3.249999983697047679e+00,1.500000003200254817e+01
6.986986986986987347e+01,3.249999984121521024e+00,1.500000003114406333e+01
6.996996996996998064e+01,3.249999984590582258e+00,1.500000003019947670e+01
7.007007007007007360e+01,3.249999985098994237e+00,1.500000002917944641e+01
7.017017017017018077e+01,3.249999985641200073e+00,1.500000002809527189e+01
7.027027027027027373e+01,3.249999986211314695e+00,1.500000002695890977e+01
7.037037037037038090e+01,3.249999986803120411e+00,1.500000002578298819e+01
7.047047047047047386e+01,3.249999987410061131e+00,1.500000002458081561e+01
7.057057057057058103e+01,3.249999988025237041e+00,1.500000002336638794e+01
7.067067067067067399e+01,3.249999988641397941e+00,1.500000002215440453e+01
7.077077077077078116e+01,3.249999989250939691e+00,1.500000002096027885e+01
7.087087087087087411e+01,3.249999989845896664e+00,1.500000001980014730e+01
7.097097097097098128e+01,3.249999990417938189e+00,1.500000001869088351e+01
7.107107107107107424e+01,3.249999990958359675e+00,1.500000001765010715e+01
7.117117117117118141e+01,3.249999991458081716e+00,1.500000001669619110e+01
7.127127127127127437e+01,3.249999991907639885e+00,1.500000001584828446e+01
7.137137137137138154e+01,3.249999992297182949e+00,1.500000001512630909e+01
7.147147147147147450e+01,3.249999992616463995e+00,1.500000001455098442e+01
7.157157157157158167e+01,3.249999993198415815e+00,1.500000001336779931e+01
7.167167167167167463e+01,3.249999994487937638e+00,1.500000001082363710e+01
7.177177177177178180e+01,3.249999995794616847e+00,1.500000000824519475e+01
7.187187187187187476e+01,3.249999997115315065e+00,1.500000000563870906e+01
7.197197197197198193e+01,3.249999998446685634e+00,1.500000000301081293e+01
7.207207207207207489e+01,3.249999999785176286e+00,1.500000000036854608e+01
7.217217217217218206e+01,3.250000001127024696e+00,1.499999999771934434e+01
7.227227227227227502e+01,3.250000002468262927e+00,1.499999999507104675e+01
7.237237237237238219e+01,3.250000003804713877e+00,1.499999999243189031e+01
7.247247247247247515e+01,3.250000005131994829e+00,1.499999998981051519e+01
7.257257257257258232e+01,3.250000006445513012e+00,1.499999998721596128e+01
7.267267267267267528e+01,3.250000007740470043e+00,1.499999998465766815e+01
7.277277277277278245e+01,3.250000009011859259e+00,1.499999998214547858e+01
7.287287287287287540e+01,3.250000010254465721e+00,1.499999997968962973e+01
7.297297297297298257e+01,3.250000011462868432e+00,1.499999997730076728e+01
7.307307307307307553e+01,3.250000012631437230e+00,1.499999997498993309e+01
7.317317317317318270e+01,3.250000013754335004e+00,1.499999997276856689e+01
7.327327327327327566e+01,3.250000014825517702e+00,1.499999997064851698e+01
7.337337337337338283e+01,3.250000015838732548e+00,1.499999996864202245e+01
7.347347347347347579e+01,3.250000016787519819e+00,1.499999996676173275e+01
7.357357357357358296e+01,3.250000017665211960e+00,1.499999996502068988e+01
7.367367367367367592e+01,3.250000018464934470e+00,1.499999996343234088e+01
7.377377377377378309e+01,3.250000019179603683e+00,1.499999996201053065e+01
7.387387387387387605e+01,3.250000019801929874e+00,1.499999996076950737e+01
7.397397397397398322e+01,3.250000020324415484e+00,1.499999995972391886e+01
7.407407407407407618e+01,3.250000020739354678e+00,1.499999995888881088e+01
7.417417417417418335e+01,3.250000021038834674e+00,1.499999995827963417e+01
7.427427427427427631e+01,3.250000021214734414e+00,1.499999995791223562e+01
7.437437437437438348e+01,3.250000021258726335e+00,1.499999995780286888e+01
7.447447447447447644e+01,3.250000021162274155e+00,1.499999995796817842e+01
7.457457457457458361e+01,3.250000020916634647e+00,1.499999995842521905e+01
7.467467467467467657e+01,3.250000020512856747e+00,1.499999995919144169e+01
7.477477477477478374e+01,3.250000019941781559e+00,1.499999996028469695e+01
7.487487487487487670e+01,3.250000021702055708e+00,1.499999995683014831e+01
7.497497497497498387e+01,3.250000023679085803e+00,1.499999995295330457e+01
7.507507507507507682e+01,3.250000025673084103e+00,1.499999994904391976e+01
7.517517517517518399e+01,3.250000027681085868e+00,1.499999994510774215e+01
7.527527527527527695e+01,3.250000029700014004e+00,1.499999994115073854e+01
7.537537537537538412e+01,3.250000031726677729e+00,1.499999993717909064e+01
7.547547547547547708e+01,3.250000033757773021e+00,1.499999993319919511e+01
7.557557557557558425e+01,3.250000035789882169e+00,1.499999992921766712e+01
7.567567567567567721e+01,3.250000037819475107e+00,1.499999992524134207e+01
7.577577577577578438e+01,3.250000039842906752e+00,1.499999992127726323e+01
7.587587587587587734e+01,3.250000041856420108e+00,1.499999991733270122e+01
7.597597597597598451e+01,3.250000043856144050e+00,1.499999991341513450e+01
7.607607607607607747e+01,3.250000045838094653e+00,1.499999990953226536e+01
7.617617617617618464e+01,3.250000047798173419e+00,1.499999990569200570e+01
7.627627627627627760e+01,3.250000049732169938e+00,1.499999990190248766e+01
7.637637637637638477e+01,3.250000051635760112e+00,1.499999989817206369e+01
7.647647647647647773e+01,3.250000053504505715e+00,1.499999989450929760e+01
7.657657657657658490e+01,3.250000055333855276e+00,1.499999989092297170e+01
7.667667667667667786e+01,3.250000057119144969e+00,1.499999988742208501e+01
7.677677677677678503e+01,3.250000058855596841e+00,1.499999988401585505e+01
7.687687687687687799e+01,3.250000060538319691e+00,1.499999988071371071e+01
7.697697697697698516e+01,3.250000062162308190e+00,1.499999987752530473e+01
7.707707707707707812e+01,3.250000063722445542e+00,1.499999987446050120e+01
7.717717717717718529e+01,3.250000065213499489e+00,1.499999987152938452e+01
7.727727727727727824e+01,3.250000066630125417e+00,1.499999986874225222e+01
7.737737737737738541e+01,3.250000067966865913e+00,1.499999986610962033e+01
7.747747747747747837e+01,3.250000069218148990e+00,1.499999986364222515e+01
